invoice_id,branch,city,customer_type,gender,product_line, unit_price ,quantity,tax_5%, total ,date,time,payment, cogs ,gross_margin_percentage, gross_income ,rating, order_value , month 
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.36,3/27/2019,7:18 PM,Ewallet,560.34,4.761904762,28.02,10,168.10,March
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.71,1/19/2019,7:39 PM,Credit card,345.44,4.761904762,17.27,8.3,138.18,January
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.87,2/25/2019,4:21 PM,Cash,63.69,4.761904762,3.18,6,3.18,February
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.56,3/13/2019,7:44 PM,Credit card,320.53,4.761904762,16.03,7,112.19,March
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.40,2,7.64,160.44,1/30/2019,7:42 PM,Ewallet,152.80,4.761904762,7.64,6.5,15.28,January
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.90,10,19.95,418.95,2/20/2019,3:24 PM,Credit card,399.00,4.761904762,19.95,5.9,199.50,February
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.59,2/25/2019,2:12 PM,Ewallet,340.56,4.761904762,17.03,5.6,136.22,February
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,1/16/2019,1:32 PM,Cash,955.80,4.761904762,47.79,4.8,477.90,January
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2/8/2019,4:20 PM,Credit card,989.80,4.761904762,49.49,8.7,494.90,February
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.06,1/19/2019,4:31 PM,Cash,307.68,4.761904762,15.38,6.5,92.30,January
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.97,2/1/2019,3:10 PM,Credit card,486.64,4.761904762,24.33,8.5,170.32,February
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.55,1/3/2019,11:36 AM,Ewallet,350.05,4.761904762,17.50,5.5,87.51,January
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.26,1/26/2019,12:45 PM,Credit card,400.25,4.761904762,20.01,9.4,100.06,January
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,3/3/2019,7:17 PM,Cash,166.80,4.761904762,8.34,6.3,66.72,March
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.21,1/19/2019,5:34 PM,Credit card,317.34,4.761904762,15.87,9.8,95.20,January
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.24,1/18/2019,12:04 PM,Ewallet,158.32,4.761904762,7.92,8.7,63.33,January
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.79,3/21/2019,4:21 PM,Ewallet,304.56,4.761904762,15.23,8.8,137.05,March
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.23,3/3/2019,5:01 PM,Credit card,177.36,4.761904762,8.87,9.6,70.94,March
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.45,2/13/2019,10:50 AM,Credit card,157.57,4.761904762,7.88,4.8,55.15,February
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.44,3/23/2019,7:16 PM,Ewallet,443.28,4.761904762,22.16,4.4,132.98,March
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.80,3,13.02,273.42,1/28/2019,4:47 PM,Ewallet,260.40,4.761904762,13.02,9.9,39.06,January
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.31,2/9/2019,10:00 AM,Cash,449.82,4.761904762,22.49,5.7,157.44,February
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.15,1/23/2019,11:51 AM,Cash,307.76,4.761904762,15.39,7.7,123.10,January
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.50,10,7.75,162.75,3/23/2019,10:55 AM,Ewallet,155.00,4.761904762,7.75,8,77.50,March
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.20,1/25/2019,3:00 PM,Ewallet,274.48,4.761904762,13.72,5.7,109.79,January
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.70,3/4/2019,11:19 AM,Credit card,86.38,4.761904762,4.32,6.7,30.23,March
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.95,3/5/2019,7:46 PM,Ewallet,54.24,4.761904762,2.71,8,8.14,March
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.72,3/3/2019,7:00 PM,Ewallet,755.92,4.761904762,37.80,7.5,302.37,March
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.17,2/8/2019,10:53 AM,Cash,185.88,4.761904762,9.29,7,37.18,February
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.77,2/10/2019,12:50 PM,Ewallet,74.07,4.761904762,3.70,9.9,3.70,February
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.20,1/28/2019,8:50 PM,Credit card,279.24,4.761904762,13.96,5.9,55.85,January
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.68,2/11/2019,10:39 AM,Credit card,231.12,4.761904762,11.56,7.2,34.67,February
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.39,1/15/2019,1:41 PM,Ewallet,147.04,4.761904762,7.35,4.6,14.70,January
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.80,9,39.51,829.71,3/16/2019,7:08 PM,Cash,790.20,4.761904762,39.51,9.2,355.59,March
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,8:23 PM,Ewallet,102.20,4.761904762,5.11,5.7,20.44,January
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.73,3/19/2019,11:30 AM,Credit card,163.55,4.761904762,8.18,9.9,40.89,March
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.00,1/13/2019,7:30 PM,Cash,74.29,4.761904762,3.71,5,3.71,January
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.70,2,4.37,91.77,3/26/2019,6:03 PM,Cash,87.40,4.761904762,4.37,4.9,8.74,March
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.55,3/23/2019,10:13 AM,Ewallet,25.29,4.761904762,1.26,6.1,1.26,March
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.50,4,8.3,174.30,3/12/2019,7:58 PM,Credit card,166.00,4.761904762,8.30,8.2,33.20,March
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.80,2/17/2019,7:57 PM,Credit card,356.95,4.761904762,17.85,5.5,89.24,February
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.65,1/29/2019,10:01 AM,Credit card,114.90,4.761904762,5.75,6.8,34.47,January
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.46,3/15/2019,11:57 AM,Cash,229.96,4.761904762,11.50,6.6,45.99,March
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.36,1/14/2019,10:02 AM,Cash,429.87,4.761904762,21.49,9.8,150.45,January
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.90,10,12.95,271.95,2/6/2019,2:51 PM,Ewallet,259.00,4.761904762,12.95,8.7,129.50,February
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.29,2/15/2019,12:42 PM,Credit card,88.85,4.761904762,4.44,5.4,22.21,February
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.63,1/3/2019,12:02 PM,Ewallet,207.27,4.761904762,10.36,7.9,93.27,January
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.84,1/4/2019,6:19 PM,Credit card,599.85,4.761904762,29.99,9.7,269.93,January
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.57,3/18/2019,5:38 PM,Ewallet,285.30,4.761904762,14.27,7.8,142.65,March
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.67,3/28/2019,1:41 PM,Ewallet,91.11,4.761904762,4.56,5.1,13.67,March
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.45,3/2/2019,7:42 PM,Credit card,897.57,4.761904762,44.88,6.5,403.91,March
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.87,1/25/2019,8:24 PM,Ewallet,236.07,4.761904762,11.80,5.9,106.23,January
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.31,1/16/2019,6:08 PM,Cash,839.34,4.761904762,41.97,8.8,377.70,January
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,7:17 PM,Ewallet,461.80,4.761904762,23.09,4.9,115.45,March
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.22,1/4/2019,1:24 PM,Credit card,139.26,4.761904762,6.96,4.4,20.89,January
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.63,3/11/2019,3:53 PM,Cash,207.27,4.761904762,10.36,6.5,72.54,March
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.19,3/22/2019,3:05 PM,Credit card,18.28,4.761904762,0.91,8.3,0.91,March
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.04,3/24/2019,6:27 PM,Cash,123.85,4.761904762,6.19,8.5,30.96,March
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.12,2/21/2019,4:55 PM,Cash,283.92,4.761904762,14.20,5.5,42.59,February
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.91,2/12/2019,12:58 PM,Ewallet,758.96,4.761904762,37.95,8.7,303.58,February
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.62,3/10/2019,6:59 PM,Credit card,172.02,4.761904762,8.60,7.9,25.80,March
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.71,1/31/2019,1:44 PM,Ewallet,272.10,4.761904762,13.61,6.1,81.63,January
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.29,3/6/2019,1:46 PM,Ewallet,434.56,4.761904762,21.73,5.4,152.10,March
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.00,2/17/2019,6:06 PM,Cash,59.05,4.761904762,2.95,9.4,14.76,February
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.17,2/21/2019,12:38 PM,Cash,12.54,4.761904762,0.63,8.2,0.63,February
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.83,3/20/2019,3:56 PM,Cash,86.50,4.761904762,4.33,6.2,8.65,March
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.04,1/11/2019,2:29 PM,Credit card,174.32,4.761904762,8.72,9.7,17.43,January
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.55,1/26/2019,7:14 PM,Ewallet,624.33,4.761904762,31.22,4,280.95,January
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.65,1/31/2019,4:24 PM,Ewallet,148.24,4.761904762,7.41,9.7,29.65,January
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.70,6,27.21,571.41,2/26/2019,10:52 AM,Cash,544.20,4.761904762,27.21,5.3,163.26,February
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.73,3/11/2019,12:55 PM,Ewallet,507.36,4.761904762,25.37,7.4,202.94,March
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.88,1/26/2019,7:28 PM,Cash,162.74,4.761904762,8.14,6.5,16.27,January
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.36,3/12/2019,1:52 PM,Credit card,31.77,4.761904762,1.59,8.7,4.77,March
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.65,2/11/2019,10:54 AM,Cash,756.81,4.761904762,37.84,8,340.56,February
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.04,2/21/2019,6:31 PM,Cash,295.28,4.761904762,14.76,6.7,59.06,February
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,6:24 PM,Ewallet,519.40,4.761904762,25.97,6.5,259.70,March
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.59,1/20/2019,6:09 PM,Ewallet,186.28,4.761904762,9.31,4.1,18.63,January
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.40,1/28/2019,3:16 PM,Credit card,87.05,4.761904762,4.35,4.9,21.76,January
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.16,3/5/2019,5:07 PM,Credit card,221.10,4.761904762,11.06,8.6,55.28,March
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.41,3/2/2019,7:26 PM,Cash,66.10,4.761904762,3.31,4.3,16.53,March
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.17,1/11/2019,11:20 AM,Ewallet,89.69,4.761904762,4.48,4.9,4.48,January
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.68,1/11/2019,4:49 PM,Credit card,224.46,4.761904762,11.22,5.6,101.01,January
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.52,3/11/2019,12:01 PM,Credit card,119.54,4.761904762,5.98,5.8,11.95,March
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.20,2,9.32,195.72,2/28/2019,6:37 PM,Credit card,186.40,4.761904762,9.32,6,18.64,February
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25 AM,Cash,250.60,4.761904762,12.53,4.2,50.12,January
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.51,2/2/2019,6:42 PM,Credit card,750.96,4.761904762,37.55,8.3,300.38,February
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.76,1/1/2019,2:47 PM,Cash,380.72,4.761904762,19.04,5.7,152.29,January
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.40,3,12.21,256.41,2/9/2019,7:43 PM,Cash,244.20,4.761904762,12.21,4.8,36.63,February
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.19,1/23/2019,2:04 PM,Ewallet,89.70,4.761904762,4.49,6.8,22.43,January
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.42,1/7/2019,4:11 PM,Credit card,310.88,4.761904762,15.54,8.8,62.18,January
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.99,1/14/2019,7:06 PM,Credit card,511.42,4.761904762,25.57,4.2,179.00,January
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.90,2/2/2019,3:34 PM,Ewallet,418.95,4.761904762,20.95,6.4,188.53,February
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.50,3/17/2019,7:06 PM,Credit card,351.90,4.761904762,17.60,8.4,175.95,March
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.22,3/2/2019,7:44 PM,Credit card,28.78,4.761904762,1.44,7.2,2.88,March
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22 AM,Cash,95.00,4.761904762,4.75,5.2,19.00,March
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.90,8,23.56,494.76,1/6/2019,11:23 AM,Cash,471.20,4.761904762,23.56,8.9,188.48,January
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.00,1/29/2019,2:12 PM,Cash,130.48,4.761904762,6.52,9,26.10,January
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.67,1/31/2019,10:46 AM,Credit card,66.35,4.761904762,3.32,9.7,3.32,January
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.23,2/5/2019,10:16 AM,Ewallet,155.46,4.761904762,7.77,8.7,46.64,February
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38 PM,Ewallet,129.00,4.761904762,6.45,6.5,25.80,February
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.95,2/7/2019,1:05 PM,Credit card,263.76,4.761904762,13.19,6.9,52.75,February
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.32,3/19/2019,1:25 PM,Ewallet,675.54,4.761904762,33.78,6.2,303.99,March
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,2:53 PM,Ewallet,65.80,4.761904762,3.29,5.6,13.16,March
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.30,4,7.66,160.86,3/13/2019,7:22 PM,Cash,153.20,4.761904762,7.66,5.7,30.64,March
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00 AM,Cash,222.40,4.761904762,11.12,4.2,111.20,February
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.17,2/26/2019,7:24 PM,Ewallet,54.45,4.761904762,2.72,7.9,2.72,February
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.40,7,34.44,723.24,3/12/2019,12:43 PM,Credit card,688.80,4.761904762,34.44,8.7,241.08,March
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.97,3/14/2019,5:22 PM,Credit card,141.88,4.761904762,7.09,6.9,28.38,March
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.60,10,37.3,783.30,1/8/2019,8:55 PM,Cash,746.00,4.761904762,37.30,9.5,373.00,January
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.11,1/5/2019,4:05 PM,Credit card,282.96,4.761904762,14.15,4.4,56.59,January
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,1:34 PM,Ewallet,355.40,4.761904762,17.77,7,177.70,January
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.01,3/6/2019,6:13 PM,Ewallet,337.15,4.761904762,16.86,6.3,84.29,March
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.35,1/3/2019,7:17 PM,Cash,42.24,4.761904762,2.11,9.7,4.22,January
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.55,1/7/2019,11:44 AM,Credit card,193.86,4.761904762,9.69,8.8,87.24,January
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.26,1/27/2019,3:51 PM,Cash,24.06,4.761904762,1.20,5.1,2.41,January
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.17,2/26/2019,4:52 PM,Ewallet,598.26,4.761904762,29.91,7.9,179.48,February
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.58,1/7/2019,8:52 PM,Cash,335.79,4.761904762,16.79,6.2,117.53,January
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,5:36 PM,Cash,218.20,4.761904762,10.91,7.1,109.10,January
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.76,2/2/2019,1:23 PM,Ewallet,381.68,4.761904762,19.08,6.4,76.34,February
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.40,3/20/2019,4:28 PM,Cash,709.90,4.761904762,35.50,5.7,354.95,March
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,7:57 PM,Credit card,440.20,4.761904762,22.01,9.6,220.10,March
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.66,2/15/2019,5:01 PM,Credit card,559.68,4.761904762,27.98,6.4,223.87,February
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.00,1,1.85,38.85,3/6/2019,1:29 PM,Credit card,37.00,4.761904762,1.85,7.9,1.85,March
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.11,1/6/2019,11:09 AM,Cash,15.34,4.761904762,0.77,6.5,0.77,January
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.93,3/4/2019,3:02 PM,Ewallet,598.98,4.761904762,29.95,8.5,179.69,March
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.21,3/12/2019,2:21 PM,Cash,190.68,4.761904762,9.53,9.1,38.14,March
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,6:01 PM,Cash,333.40,4.761904762,16.67,7.6,83.35,February
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.60,3/24/2019,2:49 PM,Cash,74.86,4.761904762,3.74,6.9,3.74,March
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.44,1/31/2019,12:02 PM,Cash,213.75,4.761904762,10.69,9.5,96.19,January
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.55,1/25/2019,1:30 PM,Credit card,339.57,4.761904762,16.98,5.2,118.85,January
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.37,2/3/2019,2:38 PM,Cash,664.16,4.761904762,33.21,4.2,232.46,February
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.30,10,20.15,423.15,1/24/2019,5:37 PM,Credit card,403.00,4.761904762,20.15,7,201.50,January
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.70,3/14/2019,5:20 PM,Ewallet,194.95,4.761904762,9.75,6,68.23,March
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.60,2/18/2019,8:29 PM,Cash,62.48,4.761904762,3.12,4.7,3.12,February
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.36,1/21/2019,10:00 AM,Cash,72.72,4.761904762,3.64,7.1,7.27,January
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.16,3/13/2019,11:46 AM,Ewallet,181.10,4.761904762,9.06,5.9,90.55,March
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,1:42 PM,Cash,259.60,4.761904762,12.98,7.5,64.90,March
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.13,3/29/2019,2:44 PM,Cash,115.36,4.761904762,5.77,6.4,23.07,March
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.79,1/10/2019,2:16 PM,Ewallet,470.28,4.761904762,23.51,5.8,141.08,January
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.04,1/25/2019,3:54 PM,Cash,240.04,4.761904762,12.00,4.5,48.01,January
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.04,1/19/2019,10:21 AM,Cash,88.61,4.761904762,4.43,7.7,4.43,January
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.62,1/2/2019,6:09 PM,Credit card,199.64,4.761904762,9.98,6.7,19.96,January
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.96,3/12/2019,4:46 PM,Credit card,39.01,4.761904762,1.95,4.7,1.95,March
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.04,2/25/2019,3:31 PM,Cash,48.61,4.761904762,2.43,4.4,2.43,February
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,215.00,3/18/2019,5:15 PM,Credit card,204.76,4.761904762,10.24,4.7,40.95,March
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.66,2/23/2019,12:29 PM,Cash,119.68,4.761904762,5.98,8.6,47.87,February
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.20,7,25.27,530.67,3/26/2019,8:14 PM,Ewallet,505.40,4.761904762,25.27,4.3,176.89,March
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.69,3/30/2019,1:22 PM,Cash,281.61,4.761904762,14.08,9.6,98.56,March
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.84,2/17/2019,5:09 PM,Cash,710.32,4.761904762,35.52,4.1,284.13,February
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.41,3/21/2019,10:40 AM,Ewallet,79.44,4.761904762,3.97,4.7,11.92,March
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.01,3/5/2019,5:43 PM,Cash,163.82,4.761904762,8.19,7.8,16.38,March
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.56,1/31/2019,2:04 PM,Cash,479.58,4.761904762,23.98,5.5,143.87,January
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.59,2/5/2019,7:05 PM,Ewallet,138.66,4.761904762,6.93,9.7,13.87,February
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.71,2/1/2019,10:08 AM,Credit card,71.15,4.761904762,3.56,4.4,17.79,February
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.95,3/7/2019,1:12 PM,Cash,139.95,4.761904762,7.00,5,62.98,March
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.37,2/10/2019,8:51 PM,Cash,781.30,4.761904762,39.07,4.4,390.65,February
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.68,2/14/2019,5:29 PM,Cash,198.74,4.761904762,9.94,5.2,19.87,February
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.40,2/9/2019,10:25 AM,Cash,63.24,4.761904762,3.16,7.3,9.49,February
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.65,1/10/2019,11:34 AM,Cash,373.95,4.761904762,18.70,4.9,93.49,January
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.07,3/11/2019,6:58 PM,Credit card,207.69,4.761904762,10.38,8.1,72.69,March
